0,none,norm,2,435,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,37,195,5,jsp,146
0,none,norm,0,304,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,64,0,jsp,0
0,none,norm,0,334,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,15,94,3,jsp,46
46,application/x-www-form-urlencoded,norm,0,399,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,6,47,3,jsp,0
0,none,norm,0,309,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,12,69,0,jsp,0
0,none,norm,0,579,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,wolheim@40soyrojo.se,Mozilla/5.0,Alcira,9,watchorn,43,339,13,jsp,288
288,application/x-www-form-urlencoded,norm,0,645,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,wolheim@40soyrojo.se,Mozilla/5.0,Alcira,9,watchorn,34,50,13,jsp,0
0,none,norm,0,560,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,wolheim@40soyrojo.se,Mozilla/5.0,Alcira,9,watchorn,37,320,13,jsp,269
269,application/x-www-form-urlencoded,norm,0,626,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,wolheim@40soyrojo.se,Mozilla/5.0,Alcira,9,watchorn,28,50,13,jsp,0
0,none,norm,0,558,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Alcira,9,watchorn,34,318,13,jsp,267
267,application/x-www-form-urlencoded,norm,0,624,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Alcira,9,watchorn,25,50,13,jsp,0
0,none,norm,0,307,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,67,1,jsp,18
18,application/x-www-form-urlencoded,norm,0,372,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,48,1,jsp,0
0,none,norm,0,290,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,9,50,0,jsp,0
0,none,norm,0,281,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,7,41,0,jav,0
0,none,norm,0,299,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,8,59,0,cfm,0
0,none,norm,0,292,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,9,52,0,Inc,0
0,none,norm,0,547,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,jessye@40lodgemadrid.bb,Mozilla/5.0,Aitana,12,doraine,33,307,13,jsp,257
257,application/x-www-form-urlencoded,norm,0,613,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,jessye@40lodgemadrid.bb,Mozilla/5.0,Aitana,12,doraine,24,49,13,jsp,0
0,none,norm,0,554,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,jessye@40lodgemadrid.bb,Mozilla/5.0,@2C@27Eustaq@27uio,12,doraine,35,314,13,jsp,264
264,application/x-www-form-urlencoded,norm,0,620,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,jessye@40lodgemadrid.bb,Mozilla/5.0,@2C@27Eustaq@27uio,12,doraine,26,49,13,jsp,0
0,none,norm,0,543,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,jessye@40lodgemadrid.bb,Mozilla/5.0,null,12,doraine,32,303,13,jsp,253
253,application/x-www-form-urlencoded,norm,0,609,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,jessye@40lodgemadrid.bb,Mozilla/5.0,null,12,doraine,23,49,13,jsp,0
0,none,norm,0,282,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,7,42,0,Old,0
71,application/x-www-form-urlencoded,norm,0,424,no-cache,localhost:9090,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Queso+Manchego,0,null,9,48,5,jsp,0
0,none,norm,0,363,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Queso+Manchego,0,null,19,123,5,jsp,74
74,application/x-www-form-urlencoded,norm,0,428,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Queso+Manchego,0,null,10,48,5,jsp,0
0,none,norm,0,361,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,18,121,5,jsp,72
72,application/x-www-form-urlencoded,norm,0,426,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,9,48,5,jsp,0
0,none,norm,0,355,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,suh9,15,115,5,jsp,62
62,application/x-www-form-urlencoded,norm,0,420,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,9,suh9,6,52,5,jsp,0
0,none,norm,0,360,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,eli@2Bs*@2Fa,17,120,5,jsp,67
67,application/x-www-form-urlencoded,norm,0,425,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,9,eli@2Bs*@2Fa,8,52,5,jsp,0
0,none,norm,0,353,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,suh9,14,113,5,jsp,60
60,application/x-www-form-urlencoded,norm,0,418,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,suh9,5,52,5,jsp,0
0,none,norm,0,411,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,24,171,1,jsp,113
113,application/x-www-form-urlencoded,norm,0,477,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,15,57,1,jsp,0
0,none,norm,0,303,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,10,63,1,jsp,5
5,application/x-www-form-urlencoded,norm,0,367,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,1,57,1,jsp,0
0,none,norm,0,312,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,14,72,0,jsp,0
0,none,norm,0,323,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,83,1,jsp,34
34,application/x-www-form-urlencoded,norm,0,388,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,48,1,jsp,0
0,none,norm,0,335,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,14,95,3,jsp,47
47,application/x-www-form-urlencoded,norm,0,400,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,5,47,3,jsp,0
0,none,norm,0,334,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,15,94,3,jsp,46
46,application/x-www-form-urlencoded,norm,0,399,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,6,47,3,jsp,0
0,none,norm,0,327,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,12,87,3,jsp,39
39,application/x-www-form-urlencoded,norm,0,392,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,3,47,3,jsp,0
0,none,norm,0,280,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,7,40,0,htr,0
0,none,norm,0,561,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,bervil-berkel@40boda-barata.sn,Mozilla/5.0,Edurne,8,mombourq,35,321,13,jsp,270
270,application/x-www-form-urlencoded,norm,0,627,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,bervil-berkel@40boda-barata.sn,Mozilla/5.0,Edurne,8,mombourq,26,50,13,jsp,0
0,none,norm,0,553,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,bervil-berkel@40boda-barata.sn,Mozilla/5.0,Edurne,9,mombourq,35,313,13,jsp,262
262,application/x-www-form-urlencoded,norm,0,619,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,bervil-berkel@40boda-barata.sn,Mozilla/5.0,Edurne,9,mombourq,26,50,13,jsp,0
0,none,norm,0,556,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,bervil-berkel@40boda-barata.sn,Mozilla/5.0,Vi*n@2Ck*a,8,mombourq,36,316,13,jsp,265
265,application/x-www-form-urlencoded,norm,0,622,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,bervil-berkel@40boda-barata.sn,Mozilla/5.0,Vi*n@2Ck*a,8,mombourq,27,50,13,jsp,0
0,none,norm,0,553,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Edurne,8,mombourq,33,313,13,jsp,262
262,application/x-www-form-urlencoded,norm,0,619,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Edurne,8,mombourq,24,50,13,jsp,0
0,none,norm,0,360,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,26,120,1,jsp,71
71,application/x-www-form-urlencoded,norm,0,425,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,17,48,1,jsp,0
0,none,norm,0,307,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,67,1,jsp,18
18,application/x-www-form-urlencoded,norm,0,372,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,48,1,jsp,0
0,none,norm,0,275,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,6,35,0,nsf,0
0,none,norm,0,305,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,13,65,0,jsp,0
0,none,norm,0,285,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,8,45,0,htm,0
0,none,norm,0,265,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,5,25,0,BAK,0
256,application/x-www-form-urlencoded,norm,0,611,no-cache,localhost:9090,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,Abercio,9,derenzo,23,49,13,jsp,0
0,none,norm,0,563,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,Abercio,9,derenzo,34,323,13,jsp,273
273,application/x-www-form-urlencoded,norm,0,629,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,Abercio,9,derenzo,25,49,13,jsp,0
0,none,norm,0,548,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,Abercio,11,derenzo,34,308,13,jsp,258
258,application/x-www-form-urlencoded,norm,0,614,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,Abercio,11,derenzo,25,49,13,jsp,0
0,none,norm,0,547,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,null,9,derenzo,32,307,13,jsp,257
257,application/x-www-form-urlencoded,norm,0,613,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,natheaux@40ofertasrusas.mt,Mozilla/5.0,null,9,derenzo,23,49,13,jsp,0
0,none,norm,0,287,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,9,47,0,Inc,0
0,none,norm,0,284,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,10,44,0,gif,0
0,none,norm,0,307,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,13,67,0,jsp,0
0,none,norm,0,308,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,10,68,0,gif,0
0,none,norm,0,289,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,7,49,0,jsp,0
0,none,norm,0,385,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,28,145,5,jsp,96
96,application/x-www-form-urlencoded,norm,0,450,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,19,48,5,jsp,0
0,none,norm,0,363,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Ques@2Bo+Manchego,0,null,19,123,5,jsp,74
74,application/x-www-form-urlencoded,norm,0,428,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Ques@2Bo+Manchego,0,null,10,48,5,jsp,0
0,none,norm,0,364,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,20,124,5,jsp,75
75,application/x-www-form-urlencoded,norm,0,429,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,48,5,jsp,0
0,none,norm,0,355,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,mcnally,15,115,5,jsp,62
62,application/x-www-form-urlencoded,norm,0,420,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,11,mcnally,6,52,5,jsp,0
0,none,norm,0,361,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,mcnally,16,121,5,jsp,68
68,application/x-www-form-urlencoded,norm,0,426,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,16,mcnally,7,52,5,jsp,0
0,none,norm,0,357,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,mcnally,14,117,5,jsp,64
64,application/x-www-form-urlencoded,norm,0,422,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,11,mcnally,5,52,5,jsp,0
0,none,norm,0,363,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,16,123,1,jsp,65
65,application/x-www-form-urlencoded,norm,0,428,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,7,57,1,jsp,0
0,none,norm,0,306,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,66,1,jsp,8
8,application/x-www-form-urlencoded,norm,0,370,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,57,1,jsp,0
0,none,norm,0,303,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,10,63,1,jsp,5
5,application/x-www-form-urlencoded,norm,0,367,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,1,57,1,jsp,0
0,none,norm,0,342,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,22,102,1,jsp,53
53,application/x-www-form-urlencoded,norm,0,407,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,13,48,1,jsp,0
0,none,norm,0,323,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,83,1,jsp,34
34,application/x-www-form-urlencoded,norm,0,388,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,48,1,jsp,0
0,none,norm,0,436,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,26,196,3,jsp,148
148,application/x-www-form-urlencoded,norm,0,502,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,17,47,3,jsp,0
0,none,norm,0,334,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,15,94,3,jsp,46
46,application/x-www-form-urlencoded,norm,0,399,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,6,47,3,jsp,0
0,none,norm,0,327,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,12,87,3,jsp,39
39,application/x-www-form-urlencoded,norm,0,392,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,3,47,3,jsp,0
0,none,norm,0,542,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,zabczynski@40touringa.dj,Mozilla/5.0,Gary,11,salyer,34,302,13,jsp,251
251,application/x-www-form-urlencoded,norm,0,608,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,zabczynski@40touringa.dj,Mozilla/5.0,Gary,11,salyer,25,50,13,jsp,0
0,none,norm,0,476,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,38,236,1,jsp,187
187,application/x-www-form-urlencoded,norm,0,542,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,29,48,1,jsp,0
0,none,norm,0,297,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,57,1,jsp,8
8,application/x-www-form-urlencoded,norm,0,361,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,48,1,jsp,0
239,application/x-www-form-urlencoded,norm,0,594,no-cache,localhost:9090,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,mobley_bonn@40delujos.cv,Mozilla/5.0,Albana,18,ramos,20,49,13,jsp,0
0,none,norm,0,528,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,mobley_bonn@40delujos.cv,Mozilla/5.0,Albana,18,ramos,29,288,13,jsp,238
238,application/x-www-form-urlencoded,norm,0,594,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,mobley_bonn@40delujos.cv,Mozilla/5.0,Albana,18,ramos,20,49,13,jsp,0
0,none,norm,0,530,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,mobley_bonn@40delujos.cv,Mozilla/5.0,Albana,18,ramos,29,290,13,jsp,240
240,application/x-www-form-urlencoded,norm,0,596,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,mobley_bonn@40delujos.cv,Mozilla/5.0,Albana,18,ramos,20,49,13,jsp,0
0,none,norm,0,273,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,6,33,0,Old,0
0,none,norm,0,295,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,7,55,0,jsp,0
0,none,norm,0,279,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,8,39,0,gif,0
0,none,norm,0,473,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9ricoparos@2522@2Bstyle@253D@2522background@253Aurl@2528javascript@253Aalert@2528@2527Paros@2527@2529@2529@26id@3D2,0,null,34,233,5,jsp,184
184,application/x-www-form-urlencoded,norm,0,539,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9ricoparos@2522@2Bstyle@253D@2522background@253Aurl@2528javascript@253Aalert@2528@2527Paros@2527@2529@2529@26id@3D2,0,null,25,48,5,jsp,0
0,none,norm,0,366,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,21,126,5,jsp,77
77,application/x-www-form-urlencoded,norm,0,431,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,12,48,5,jsp,0
0,none,norm,0,364,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,20,124,5,jsp,75
75,application/x-www-form-urlencoded,norm,0,429,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,Jam@F3n+Ib@E9rico,0,null,11,48,5,jsp,0
0,none,norm,0,356,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,temp,15,116,5,jsp,63
63,application/x-www-form-urlencoded,norm,0,421,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,13,temp,6,52,5,jsp,0
0,none,norm,0,359,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,poi@2Cndex*t,16,119,5,jsp,66
66,application/x-www-form-urlencoded,norm,0,424,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,8,poi@2Cndex*t,7,52,5,jsp,0
0,none,norm,0,352,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,14,112,5,jsp,59
59,application/x-www-form-urlencoded,norm,0,417,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,8,null,5,52,5,jsp,0
0,none,norm,0,303,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,10,63,1,jsp,5
5,application/x-www-form-urlencoded,norm,0,367,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,1,57,1,jsp,0
0,none,norm,0,323,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,83,1,jsp,34
34,application/x-www-form-urlencoded,norm,0,388,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,2,48,1,jsp,0
0,none,norm,0,296,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,11,56,0,gif,0
0,none,norm,0,328,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,13,88,3,jsp,40
40,application/x-www-form-urlencoded,norm,0,393,no-cache,localhost:8080,close,no-cache,en,x-gzip| x-deflate| gzip| deflat,null,Mozilla/5.0,null,0,null,4,47,3,jsp,0
